"LABEL","PLATFORM","TYPE","ENGLISH","AMERICAN","FRENCH","GERMAN","DANISH","FRENCH_CANADIAN","DUTCH","MEXICAN"
"PERIL_JACOB","All","Hint","Jacob Pevsner Rescued!","Jacob Pevsner Rescued!","Vous avez sauvé Jacob Pevsner¬!","Jacob Pevsner gerettet!","Jacob Pevsner blev reddet!","Vous avez sauvé Jacob Pevsner¬!","Jacob Pevsner gered!","¡Rescataste a Jacob Pevsner!"
"DX_BadCop_Boom","All","Subtitle","Bad Cop: BOOM!","Bad Cop: BOOM!","Mauvais Flic : Boom¬!","Bad Cop: BUMM!","BOOM!","Mauvais Flic : Boom¬!","Rot Agent: Boem.","Policía Malo: ¡Bum!"
"DX_Cragger_iShouldaBroughtA","All","Subtitle","Cragger: I shoulda brought a Croc Flare with me...","Cragger: I shoulda brought a Croc Flare with me...","Cragger : J'aurais dû prendre une fusée éclairante.","Cragger: Ich hätte die Krokofackeln mitnehmen sollen¬...","Jeg burde have taget et kroko-blus med mig.","Cragger : J'aurais dû prendre une fusée éclairante.","Cragger: Ik had een krokofakkel mee moeten nemen.","Cragger: Debería haber traído unas bengalas..."
"DX_Gandalf_AWizardIsNeverLate","All","Subtitle","Gandalf: A wizard is never late! Nor is he early. He arrives precisely when he means to.","Gandalf: A wizard is never late! Nor is he early. He arrives precisely when he means to.","Gandalf : Un magicien n'est jamais en retard, ni en avance d’ailleurs. Il arrive précisément à l'heure prévue.","Gandalf: Ein Zauberer kommt nie zu spät oder zu früh. Er trifft genau dann ein, wenn er es für richtig hält.","En troldmand kommer aldrig for sent! Heller ej for tidligt. Han ankommer præcis, når han vil.","Gandalf : Un magicien n'est jamais en retard, ni en avance d’ailleurs. Il arrive précisément à l'heure prévue.","Gandalf: Een tovenaar is nooit te laat. Hij is ook nooit te vroeg, hij komt precies wanneer hij dat wil.","Gandalf: ¡Un mago nunca llega tarde! Tampoco temprano. Llega en el momento exacto."
"DX_Jay_iGuessThisIsEasier","All","Subtitle","Jay: I guess this is easier than working out in the dojo to improve myself.","Jay: I guess this is easier than working out in the dojo to improve myself.","Jay : C'est quand même plus facile que de s'améliorer en s'entraînant au dojo.","Jay: Das ist so ja viel einfacher, als mühselig im Dojo zu trainieren.","Det er nok lettere end timevis af træning i dojoen for at blive bedre.","Jay : C'est quand même plus facile que de s'améliorer en s'entraînant au dojo.","Jay: Dit is makkelijker dan zweten in de dojo om beter te worden.","Jay: Parece que esto es mucho más fácil que ejercitar en el dojo para mejorar."
"DX_LionTribeMale_iSatDownOnZ","All","Subtitle","I sat down on the throne too quick and broke it! Gotta lay off the cakes... Please help, I've gotta buy a replacement throne QUICK!","I sat down on the throne too quick and broke it! Gotta lay off the cakes... Please help, I've gotta buy a replacement throne QUICK!","Je me suis assis trop vite sur le trône et je l'ai cassé¬! Il faut que je mange moins de gâteaux... Aidez-moi, je dois trouver un trône de rechange, VITE¬!","Ich hab mich zu schnell auf den Thron gesetzt und ihn kaputt gemacht. Ich darf nicht so viel Kuchen essen ... Bitte hilf mir, ich muss schnellstmöglich einen Ersatzthron kaufen.","Jeg satte mig for hårdt på tronen, så den gik i stykker! Slut med at spise kage ... Hjælp mig - jeg skal have fat i en erstatningstrone hurtigt!","Je me suis assis trop vite sur le trône et je l'ai cassé¬! Il faut que je mange moins de gâteaux... Aidez-moi, je dois trouver un trône de rechange, VITE¬!","Ik ben te snel op de troon gaan zitten en nu is hij kapot. Ik moet minder taart eten. Help me alsjeblieft, ik moet snel een nieuwe troon kopen.","¡Me senté muy rápido en el trono y lo rompí! Debo dejar los pasteles... Ayúdame por favor, ¡debo comprar rápido un reemplazo para el trono!"
"DX_SamwiseGamgee_IHaventSeenRosieZ","All","Subtitle","Samwise Gamgee: I haven't seen Rosie around for a while... Oh no! She wasn't sucked into one of those evil whirlpools in the sky as well, was she?!","Samwise Gamgee: I haven't seen Rosie around for a while... Oh no! She wasn't sucked into one of those evil whirlpools in the sky as well, was she?!","Samsagace Gamegie : Ça fait longtemps que je n'ai pas vu Rosie. Oh non¬! Elle n'aurait pas été aspirée par un de ces affreux tourbillons géants dans le ciel¬?","Samweis Gamdschie: Ich habe Rosie schon eine Weile nicht mehr gesehen ... Oh nein, sie wurde doch nicht auch von diesen bösartigen Strudeln im Himmel eingesaugt, oder?","Det er længe siden, at jeg har set Rosa ... Åh, nej. Hun blev vel ikke suget ind i en af de onde malstrømme oppe i himlen, vel?","Samsagace Gamegie : Ça fait longtemps que je n'ai pas vu Rosie. Oh non¬! Elle n'aurait pas été aspirée par un de ces affreux tourbillons géants dans le ciel¬?","Sam Gewissies: Ik heb Rosie al een tijdje niet gezien. O nee, ze is toch niet opgezogen door een van die boosaardige draaikolken in de lucht, of wel?","Samwise Gamgee: Tiene rato que no veo a Rosita por aquí... ¡Ay, no! No fue absorbida por uno de esos remolinos malignos en el cielo, ¡¿o sí?!"
"DX_USFemale_IfGothamBeingZ","All","Subtitle","If Gotham being next door to Metropolis ain't enough for you, I heard it's only a short swim to Atlantis from here! It's like your average commuter's dream!","If Gotham being next door to Metropolis ain't enough for you, I heard it's only a short swim to Atlantis from here! It's like your average commuter's dream!","Si ça ne vous suffit pas que Gotham soit à deux pas de Metropolis, on m'a dit aussi qu'Atlantis n'était qu'à quelques encablures¬! Un rêve pour les fans de trajets urbains¬!","Wenn dir Gotham und Metropolis noch nicht nah genug beieinander liegen, dann besuch doch mal Atlantis - ist nur einen Flossenschlag entfernt. Ein echter Traum für Pendler!","Hvis det ikke er nok for dig, at Gotham og Metropolis ligger klods op og ned af hinanden, så kan du altid svømme til Atlantis herfra. Det er enhver pendlers paradis!","Si ça ne vous suffit pas que Gotham soit à deux pas de Metropolis, on m'a dit aussi qu'Atlantis n'était qu'à quelques encablures¬! Un rêve pour les fans de trajets urbains¬!","Als het nog niet genoeg is dat Gotham vlak naast Metropolis ligt, is het ook maar een klein stukje zwemmen naar Atlantis. De droom van elke forens.","Si que Gótica esté justo al lado de Metrópolis no es suficiente, escuché que Atlántida está a un nado de distancia. ¡Es como el sueño del viajero promedio!"
"DX_Zane_HowMayIHelpYou","All","Subtitle","Zane: How may I help you?","Zane: How may I help you?","Zane : Que puis-je faire pour vous¬?","Zane: Wie kann ich euch helfen?","Hvad kan jeg hjælpe med?","Zane : Que puis-je faire pour vous¬?","Zane: Wat kan ik voor je doen?","Zane: ¿Cómo puedo ayudar?"
"CS_GateKeeper_ChromaKeystoneDdetected","All","Subtitle","Gateway Keeper: There it is - the Chroma Keystone. Now we're talkin'.","Gateway Keeper: There it is - the Chroma Keystone. Now we're talkin'.","Gardien du Gateway : La voilà... La Pierre chroma. Ça ne rigole plus.","Torhüter: Da ist er - der Chromastein. Jetzt wird's spaßig!","Der er den - tids-nøgleklodsen. Nu sker der noget.","Gardien du Gateway : La voilà... La Pierre chroma. Ça ne rigole plus.","Doorgangbewaker: Daar is hij, de Chroma-sleutelsteen. Dat lijkt er meer op.","Guardián del portal: Ahí está. La piedra de croma. Así me gusta."
"CS_MartyMcfly_DocWhatDidYou","All","Subtitle","Marty McFly: Doc, what did you do to the space-time continuum?","Marty McFly: Doc, what did you do to the space-time continuum?","Marty McFly : Doc, vous avez fait quoi au continuum espace-temps¬?","Marty McFly: Doc, was haben Sie mit dem Raum-Zeit-Kontinuum gemacht?","Doktor, hvad gjorde du med rumtids-kontinuumet?","Marty McFly : Doc, vous avez fait quoi au continuum espace-temps¬?","Marty McFly: Doc, wat heb je gedaan met het ruimte-tijdcontinuüm?","Marty McFly: Doc, ¿qué le hiciste al continuo espacio-tiempo?"
"CS_EXPO_ButIProgrammedThe","All","Subtitle","X-PO: But I programmed the gateway. You must stop the Tri. I think this is the end for me, guys. Batman, try not to blame yourself. I cannot--","X-PO: But I programmed the gateway. You must stop the Tri. I think this is the end for me, guys. Batman, try not to blame yourself. I cannot--","X-PO : Mais j'ai programmé le portail. Vous devez arrêter Le Trois. Je crois que mon heure est venue, les amis. Batman, tâchez de ne pas vous en vouloir. Oh¬! J'peux pas...","X-PO: Aber ich habe das Tor programmiert. Bitte stoppt die Drei. Ich glaub, das war's für mich, Leute. Batman, gib dir nicht selbst die Schuld. Ich kann nicht--","Men jeg programmede portalen. I må stoppe De Tre. Det slutter vist for mig her venner, Batman du må ikke bebrejde dig selv... Argh... Jeg kan ikke...","X-PO : Mais j'ai programmé le portail. Vous devez arrêter Le Trois. Je crois que mon heure est venue, les amis. Batman, tâchez de ne pas vous en vouloir. Oh¬! J'peux pas...","X-PO: Maar ik heb de doorgang geprogrammeerd. Je moet de Tri stoppen. Ik denk dat dit mijn einde is, jongens. Batman, geef jezelf niet de schuld. Ik kan niet...","X-PO: Pero programé el portal. Deben detener al Tri. Creo que ha llegado mi fin. Batman, intenta no culparte. Oh, yo no..."
"DX_DC_Quest01_DUR6","All","Subtitle","You'll never take us alive!","You'll never take us alive!","Vous ne nous aurez jamais vivants¬!","Lebendig kriegen die uns nie!","I får os ikke levende!","Vous ne nous aurez jamais vivants¬!","Je krijgt ons nooit levend in handen!","¡No nos atraparás vivos!"
"DX_SeamusMcFly_IfICould","All","Subtitle","Seamus McFly: If I could trouble you for a minute there, friend, I'd offer you some friendly warning...","Seamus McFly: If I could trouble you for a minute there, friend, I'd offer you some friendly warning...","Seamus McFly : Si vous voulez bien m'accorder un petite minute, j'ai un conseil amical à vous donner...","Seamus McFly: Wenn ich dich einen Moment stören dürfte, mein Freund, würde ich dir gern eine freundliche Warnung geben¬...","Hvis jeg lige må forstyrre dig et øjeblik, min ven - jeg ville bare give dig en velment advarsel.","Seamus McFly : Si vous voulez bien m'accorder un petite minute, j'ai un conseil amical à vous donner...","Seamus McFly: Als ik je even mag lastigvallen, vriend, voor een vriendelijke waarschuwing.","Seamus McFly: Disculpa que te cause molestias, pero quiero darte una advertencia amistosa..."
"HUB_DCMINIKIT","All","Hint","Collect all the ~5minikits~~ in Painting The Town Black to unlock this event!","Collect all the ~5minikits~~ in Painting The Town Black to unlock this event!","Récoltez tous les ~5minikits~~ dans Peindre la ville en noir pour déverrouiller cet événement¬!","Sammle alle ~5Minikits~~ in Ärger in der Innenstadt, um dies freizuschalten!","Saml alle ~5minikits~~ i Vi maler byen... sort? for at låse op for denne event!","Récoltez tous les ~5minikits~~ dans Peindre la ville en noir pour déverrouiller cet événement¬!","Verzamel alle ~5minisets~~ in Een zwarte stad om deze gebeurtenis te ontgrendelen!","¡Colecta todos los ~5minikits~~ en Pintando la ciudad de negro para desbloquear este evento!"
"DX_Gandalf_Spawn","All","Subtitle","Gandalf: I'm Gandalf!","Gandalf: I'm Gandalf!","¬","Gandalf: Ich bin Gandalf!","Gandalf: Jeg er Gandalf!","¬","Gandalf: Ik ben Gandalf.","Gandalf: Yo soy Gandalf."
"HINT_CAULDRON_STRENGTH","All","Hint","~7Orange~~ cauldrons will make you strong enough to pull ~7orange~~ strength handles.[[newPage]]Press [[SPECIAL]] when by cauldron to drink. You can hold [[TAG]] to return to normal.","~7Orange~~ cauldrons will make you strong enough to pull ~7orange~~ strength handles.[[newPage]]Press [[SPECIAL]] when by cauldron to drink. You can hold [[TAG]] to return to normal.","Les chaudrons ~3orange~~ vous permettront de tirer les poignées de puissance ~7orange~~.[[newPage]]Appuyez sur [[SPECIAL]] près du chaudron pour boire. Maintenez [[TAG]] appuyé pour retourner à l'état normal.","~7Orange~~ Kessel machen dich so stark, dass du an ~7orangen~~ Stärkegriffen ziehen kannst.[[newPage]]Drück [[SPECIAL]], wenn du neben dem Kessel stehst, um einen Schluck zu trinken. Halte [[TAG]] gedrückt, um wieder normalstark zu werden.","En ~7orange~~ heksekedel gør dig stærk nok til at hive i ~7orange~~ styrkehåndtag.[[newPage]]Tryk på [[SPECIAL]] ved kedlen for at drikke indholdet. Du kan holde [[TAG]] nede for at blive normal igen.","Les chaudrons ~3orange~~ vous permettront de tirer les poignées de puissance ~7orange~~.[[newPage]]Appuyez sur [[SPECIAL]] près du chaudron pour boire. Maintenez [[TAG]] appuyé pour retourner à l'état normal.","~7Oranje~~ ketels maken je sterk genoeg om aan ~7oranje~~ krachthendels te trekken.[[newPage]]Druk op [[SPECIAL]] in de buurt van de ketel om te drinken. Hou [[TAG]] ingedrukt om terug te keren naar je normale formaat.","Los calderos ~7naranjas~~ te hacen fuerte para que empujes las manijas ~7naranjas~~.[[newPage]]Oprime [[SPECIAL]] junto al caldero para beber. Mantén oprimido [[TAG]] para volver a la normalidad."
"MOVIE_QUEST01_ACT_PAGE2","All","Game","Sorry, where was I? Oh yeah, the sign! I'm in a whole heap of trouble if I don't fix it up soon, but I don't know where to start! What do you think? Could you help me?","Sorry, where was I? Oh yeah, the sign! I'm in a whole heap of trouble if I don't fix it up soon, but I don't know where to start! What do you think? Could you help me?","Benny : Pardon, je disais quoi¬? Oh oui, la pancarte¬! Je vais m'attirer de gros ennuis si je ne répare pas ça vite fait, mais je ne sais pas par où commencer¬! Vous en pensez quoi¬? Vous pourriez m'aider¬?","Tut mir leid, wo war ich? Ach ja, das Schild! Wenn ich es nicht bald wieder hinbiege, stecke ich in gewaltigen Schwierigkeiten, aber ich weiß nicht, wo ich anfangen soll. Was meinst du, kannst du mir helfen?","Undskyld hvor var jeg? Nå ja, skiltet! Jeg er i alvorlig knibe hvis jeg ikke snart får det ordnet, men jeg ved ikke hvor jeg skal begynde! Hvad syntes du? Kan du give mig en hånd?","Benny : Pardon, je disais quoi¬? Oh oui, la pancarte¬! Je vais m'attirer de gros ennuis si je ne répare pas ça vite fait, mais je ne sais pas par où commencer¬! Vous en pensez quoi¬? Vous pourriez m'aider¬?","Sorry, waar was ik? O ja, het bord! Ik zit zwaar in de problemen als ik het niet snel repareer, maar ik weet niet waar ik moet beginnen! Wat denk je er van? Kun je me helpen?","Lo siento, ¿qué decía? ¡Ah, sí, el letrero! Tendré un montón de problemas si no lo arreglo pronto, ¡pero no sé por dónde empezar! ¿Qué opinas? ¿Me podrías ayudar?"
"UPGRADETREE_CONFIRMQUIT","All","LegoAPI","Are you sure you wish to quit the upgrade menu? Purchased upgrades won't be saved.","Are you sure you wish to quit the upgrade menu? Purchased upgrades won't be saved.","Voulez-vous vraiment quitter le menu d'améliorations¬? Les améliorations achetées ne seront pas sauvegardées.","Das Upgrade-Menü wirklich verlassen? Fortschritt wird nicht gespeichert.","Er du sikker på at du vil lukke opgraderingsmenuen? Købte opgraderinger vil ikke blive gemt.","Voulez-vous vraiment quitter le menu d'améliorations¬? Les améliorations achetées ne seront pas sauvegardées.","Weet je zeker dat je het upgrade-menu wilt verlaten? Gekochte upgrades worden niet opgeslagen.","¿Confirmas que deseas salir del menú de mejoras? Las mejoras compradas no se guardarán."
"ti_LegolasBalista_2","All","Char","Spear Shooter","Spear Shooter","Baliste à lances","Speerwerfer","Spear Shooter","Baliste à lances","Speerschieter","Arrojalanzas"
"CHIMA_QUEST02","All","Game","Beaver Breakout","Beaver Breakout","Fuite des castors","Biber brechen aus","Bæver-bruddet","Fuite des castors","Beveruitbraak","Fuga de castores"
